PRESSURE_INLET;TEMPERATURE_INLET;INLET_QV;EXHAUST_PRESSURE;EXHAUST_QV;Efficiency
64.9999472;440;1.96922609;0.06;33.42861;0.903781559
64.9999472;440;1.96922609;0.06;33.40417;0.892208891
78.11997003;537;9.873866723;0.072;237.16306;0.919221637
78.11997003;537;9.873866723;0.072;237.16306;0.919221637
69.99996577;450;3.314261568;0.06305;67.8025;0.903016801
69.99996577;450;3.259023875;0.1;62.00111;0.914729189
69.99996577;450;3.314261568;0.1;68.87361;0.911378662
90.67003037;493;2.368880235;0.05;16.43619;0.893674784
15.52392695;399.28;2.800867684;0.09365;14.13569;0.863412736
81.99997111;525;1.385173268;0.10984;28.1675;0.889057852
122.984217;563.6;2.948058874;0.185;51.59944;0.919142944
123.4049223;563.6;2.937212664;0.184;61.42333;0.922727714
72.00003203;427;2.148605551;0.062;38.38778;0.899257835
63.06607582;482.222;0.527301657;0.06772;6.91769;0.84672451
88.25985;535;1.578447448;0.06959;15.14283;0.890970449
88.25985;535;1.543706835;0.063;8.88311;0.867167768
88.25985;535;1.606810559;0.06801;15.85319;0.876440509
90.00004004;470;1.340095725;0.08;27.35014;0.903934815
41.00003459;420;11.56575616;0.286;65.94;0.902176686
54.49996704;479.999;4.101157433;0.10261;56.39778;0.911750354
54.49996704;479.999;4.101157433;0.10261;56.4;0.9118165
54.49996704;479.999;4.142670336;0.10261;56.97639;0.91151014
54.49996704;479.999;4.101157433;0.10261;54.9775;0.912575431
54.49996704;479.999;4.101157433;0.10261;56.39778;0.911750354
54.49996704;479.999;4.101157433;0.10261;56.39778;0.911750354
131.602301;563.667;4.897955782;0.10894;32.76667;0.906407458
137.4911943;574.22;3.760303897;0.078;29.16667;0.902019853
117.2110421;565.555;5.047531334;0.10893;21.09506;0.893104063
121.7319078;565.685;4.899872521;0.09623;54.16667;0.899051035
114.0974308;565.444;4.904939738;0.09623;50.55556;0.902031942
137.8952283;563.888;4.221965801;0.10893;21.02533;0.883833795
103.9995233;505;10.52979759;0.0524;77.48806;0.920845046
137.4911943;574.22;3.760303897;0.078;29.16667;0.902019853
37.99998422;398;2.4631355;0.04947;24.54275;0.834171777
104.9998016;530;1.551759954;0.079;5.48847;0.870186799
111.0004907;540;1.588231139;0.035;18.15103;0.910880807
58.79998693;419.194;1.662362659;0.076;26.8075;0.907544315
37.99998422;397.154;1.454731054;0.1;15.25547;0.866437721
43.99998689;454;2.031311151;0.07;7.24375;0.87418556
40.2268783;450;3.455552054;0.10188;26.68483;0.874360278
40.2268783;450;3.532846634;0.09566;27.65594;0.863274183
56.99997633;397;2.182071484;0.0854;32.7475;0.905431113
119.64113;540;1.233831731;0.2157;30.78333;0.909764812
119.64113;540;1.414081937;0.2157;34.74917;0.896073987
119.64113;540;1.412997592;0.2157;34.72972;0.897232544
42.00001869;400;1.40254712;0.14;18.53892;0.866205922
104.4594551;538.7;5.986021494;0.1429;203.65306;0.913109478
111.0004907;540;1.588231139;0.035;17.14622;0.911805701
111.0004907;540;1.588231139;0.035;16.96528;0.917175774
39.99995242;407;1.908338002;0.1;21.88994;0.893137204
127.48645;535;2.290900764;0.07845;59.57639;0.915168058
127.48645;535;1.981497047;0.07845;74.13389;0.90183017
87.99997378;498;2.640418666;0.12;61.16056;0.916290525
80.0000029;440;2.392932804;0.12;55.63306;0.911995682
111.0000004;540;1.588241651;0.035;18.30242;0.922184222
110.2620499;564.2;3.351779538;0.2596;60.96694;0.924202345
41.00003459;420;11.56575616;0.286;65.94;0.902176686
113.6894741;540;3.981166455;0.1395;140.8;0.912056043
83.75036006;510;2.633142198;0.0508;48.51528;0.91894749
72.00003203;427;2.148264061;0.062;37.90167;0.902830047
90.01053316;540;1.85415089;0.04543;21.15872;0.905298906
91.19243062;540;1.853718475;0.04708;21.74492;0.898891885
113.6894741;540;3.981166455;0.1395;140.8;0.912056043
125.1004921;526.5;5.581112622;0.11;207.32778;0.886115529
54.49996704;479.999;4.004630958;0.10261;55.05083;0.91062936
113.6894741;540;3.981166455;0.1395;140.8;0.91663959
136.7959028;572.356;2.697686544;0.132;53.21389;0.913263242
84.00003737;535;2.155729749;0.03069;58.76028;0.919464307
78.49997772;448.574;1.693046623;0.07;35.27028;0.916001025
72.00003203;427;2.149607885;0.135;40.01583;0.898758731
84.00003737;533;1.84656036;0.075;33.13361;0.912376194
70.60003468;418.106;1.896261295;0.0583;36.63417;0.897853836
70.60003468;418.106;1.893278458;0.0583;36.51806;0.900522317
125.0004642;530.1;5.900776015;0.085;217.64806;0.863735343
90.00004004;480;1.088928162;0.09;24.23728;0.88357671
125.1004921;526.5;5.581112622;0.11;207.32778;0.886115529
81.99997111;437;2.961480217;0.076;64.60833;0.920194012
53.32571877;388;1.154963507;0.1422;24.75728;0.883020079
129.5497692;540;3.957819213;0.1615;157.32972;0.914154964
149.9005292;565;3.443181397;0.1263;157.18472;0.905320779
110.5297715;540;4.693937741;0.164;157.47139;0.918290428
103.9995233;505;10.59323011;0.07368;84.63278;0.915345548
140.0095421;565;3.794657097;0.14;153.70528;0.913978193
140.0095421;565;3.732178974;0.08;149.85444;0.907981679
91.19243062;540;1.853718475;0.04708;21.74492;0.898891885
54.49996704;479.999;4.004630958;0.10261;55.05083;0.91062936
98.00001091;507;1.020548203;0.096;22.85497;0.895467302
57.99999965;480;3.397876561;0.06;33.464;0.910191949
139.9899974;565;3.713701821;0.079;149.24358;0.912875422
75.00000395;430.525;8.682746928;0.124;179.91853;0.928377839
75.00000395;430.525;8.682746928;0.124;179.92156;0.927394401
74.99999414;430.525;8.682748074;0.124;179.82233;0.926732052
74.99999414;430.525;8.682748074;0.124;180.03094;0.926919403
120.7453588;584.664;3.217793284;0.09998;32.38528;0.918910095
136.8635687;573.087;2.701520422;0.132;53.88333;0.912249271
122.5311498;564.9;2.768020176;0.184;64.67111;0.916211432
122.5233044;564.9;2.768212717;0.184;64.74167;0.91659978
72.00003203;427;1.128951673;0.08;20.49186;0.891795538
78.49999733;448.5737;1.693040322;0.09;35.55525;0.922221987
102.969825;535.004;1.799042645;0.20062;32.82417;0.886699463
61.0000108;375;0.734762402;0.115;13.41594;0.844222718
62.4900332;422.02;0.806220983;0.082;13.55094;0.853826365
119.64113;540;1.233831731;0.2157;30.78333;0.909764812
60.0000267;429.995;1.734055515;0.0784;25.52364;0.900242897
119.64113;540;1.248755497;0.2157;30.88583;0.892644656
39.2266;450;0.922870709;0.17652;9.87467;0.872615138
42.00001869;450;1.637472045;0.106;15.96392;0.891243794
102.969825;535.001;1.123281477;0.17652;23.88542;0.88336827
122.5233044;564.9;2.768212717;0.184;58.5175;0.9187203
120.7080935;584.664;3.218855434;0.09998;32.39417;0.918472939
111.0000004;540;1.602482314;0.035;18.5075;0.919892756
107.4141988;548.611;3.334501537;0.18761;99.41583;0.902029404
72.00003203;427;2.148605551;0.062;38.33528;0.906187859
72.00003203;427;2.149949375;0.062;38.36194;0.906177485
136.2996864;538.4;1.005853912;0.047;25.76611;0.771485639
86.00000557;510;1.200818386;0.1515;33.78444;0.898086221
63.9999631;475;0.753445967;0.06216;14.37356;0.84925319
103.1002534;500;2.239038781;0.17;23.34383;0.842249124
40.39996567;375;2.30257493;0.16;49.13972;0.841864853
81.99997111;510;2.666194677;0.09356;23.24044;0.900308744
81.99997111;510;2.597612871;0.07408;19.532;0.908982862
44.50002797;408;2.101451472;0.162;27.77303;0.881981727
44.50002797;408;2.099621696;0.162;27.73158;0.882967773
44.50002797;408;2.094076478;0.162;27.74406;0.882947487
44.50002797;408;2.094076478;0.162;26.53456;0.88259445
98.00001091;507;1.009926753;0.096;22.58483;0.904114894
98.00001091;507;0.990391272;0.08535;21.97656;0.904729192
37.99998422;398;2.45026059;0.04947;24.63178;0.836964491
37.99998422;398;2.45026059;0.04937;24.69006;0.86364031
86.00000557;510;1.249942767;0.1506;35.07889;0.898288561
63.9999631;475;0.724300254;0.06035;14.02683;0.8790317
42.00001869;405;1.772873205;0.16;20.17872;0.877547707
42.00001869;405;1.767032615;0.16;20.21136;0.876189721
103.95049;535;1.631367276;0.09736;18.82003;0.886123715
102.969825;535;1.874348817;0.06943;13.20114;0.871264712
102.969825;535;1.871968245;0.0695;13.22664;0.86921509
73.00001613;468;0.921195828;0.063;16.62564;0.880413796
80.47003564;538.43;1.20894935;0.0833;28.22417;0.908059069
123.59321;525;1.278617677;0.07504;22.30672;0.864152033
53.00003993;420;1.44074195;0.0692;20.52189;0.896689074
78.49999733;448.5737;1.693040322;0.09;35.55647;0.922215733
72.00003203;427;2.148605551;0.062;38.23167;0.901381103
72.00003203;427;2.148605551;0.062;38.16167;0.901948235
72.00003203;427;2.149949375;0.062;38.18917;0.901903279
22.01004526;290.6;2.574461832;0.2399;23.14014;0.854342249
64.9999472;440;1.671292315;0.08;28.60583;0.908043423
72.00003203;427;1.128951673;0.08;20.63119;0.901802785
41.00003459;420;11.56575616;0.4;66.2025;0.925774833
136.2996864;538.4;1.015573677;0.047;26.01778;0.771028247
109.4314267;565;3.615709647;0.099;36.74028;0.922166405
100.0003714;500;3.299516443;0.2;78.75861;0.887368046
31.99998155;391.5;3.718496623;0.2;7.30692;0.883456031
90.00004004;500;0.445981354;0.05365;11.90697;0.81394588
91.00002414;500;0.42580212;0.09908;11.54139;0.854355882
63.04999291;413;2.2081791;0.055;35.21611;0.896740546
62.44443227;421.995;0.80111443;0.08195;13.53058;0.853917799
53.00003993;420;1.44074195;0.0692;20.52189;0.896696256
62.44443227;421.995;0.80111443;0.08195;13.52878;0.853975433
30.70001202;312.17;1.72432075;0.1024;8.92381;0.77988324
20.69997489;357;3.695882733;0.21;33.30194;0.876815138
17.58234278;353.627;3.96509119;0.17237;30.31472;0.905540333
90.00004004;470;1.341141585;0.08;26.20556;0.896470953
137.1999368;557.775;2.629163387;0.095;28.69556;0.889831405
107.7829288;565;3.651258372;0.099;36.46583;0.921978358
63.04999291;413;2.207717909;0.055;35.11056;0.900030151
102.6452249;537;4.496744204;0.1356;148.08833;0.918378344
137.1999368;557.775;2.629163387;0.095;28.69556;0.889831405
38.29996964;295;4.080246348;0.05749;50.89111;0.743152161
39.99995242;350;4.585414523;0.069;56.04667;0.900455548
35.00003192;290;4.37793571;0.05689;50.13667;0.75727999
35.00003192;290;4.707126408;0.05939;53.91972;0.755386035
35.00003192;290;4.707107743;0.08724;54.64139;0.747515163
93.99997644;506.996;1.123600068;0.16;24.48433;0.892117236
103.9995233;505;10.56151385;0.07728;88.38111;0.915207398
103.999994;505;10.56147176;0.01453;19.50531;0.81924605
130.0038171;565;4.875846509;0.1144;29.10583;0.909367729
129.9940104;565;4.876254492;0.1144;30.55556;0.904119883
129.9940104;565;4.87624181;0.1144;30.55556;0.904921531
129.9940104;565;4.87624181;0.1144;30.55556;0.904921531
81.99997111;437;2.961480217;0.076;64.62611;0.91944006
50.96006059;417.102;1.494627401;0.06459;20.47581;0.89567065
50.96006059;417.102;1.494627401;0.06459;20.47581;0.89567065
43.99999669;377;4.605191063;0.08;55.98703;0.899116422
43.99999669;377;4.610477147;0.08;56.07072;0.897469895
96.88000322;564;4.55107478;0.0843;137.54867;0.920424799
107.3435909;546.5;3.605360469;0.099;35.88472;0.920048439
122.5909703;564.9;2.766561751;0.184;35.75306;0.909564266
69.99996577;417.9;1.122066846;0.045;21.07497;0.896541964
57.20000257;407.6;1.522341303;0.2;27.38531;0.836642444
43.99999669;377;4.610477147;0.08;56.01686;0.897247397
60.13996759;423;4.217568287;0.055;63.07472;0.911291581
80.0000029;550;0.824390352;0.06;20.73211;0.897562187
60.13999701;423;4.217564846;0.055;63.33425;0.911472634
72.00000261;450;2.174238648;0.143;43.138;0.906342777
80.0000029;550;1.648780704;0.06;41.9625;0.898015656
137.1999368;565.87;2.614403906;0.115;27.29358;0.901138089
57.89499005;440.555;1.198002456;0.06895;6.77969;0.806504729
67.19997106;416.805;2.204274492;0.0459;39.7225;0.906081203
67.19997106;416.805;2.204274492;0.0459;39.7225;0.906081203
63.69997767;429.165;2.398931368;0.059;39.58639;0.920098896
137.1999368;565.87;2.614403906;0.115;27.29358;0.901138089
107.5788558;548.1;3.579785108;0.099;35.13683;0.920482201
63.9999631;475;0.724071485;0.06016;14.07617;0.878638994
130.9864434;581.833;2.866881933;0.08563;25.0565;0.905931474
39.99995242;350;4.728999552;0.15295;58.94;0.904818763
43.23029235;311.6667;4.957591041;0.05079;66.43275;0.89509148
103.0002256;506.999;0.966653142;0.097;22.67925;0.902196739
103.0002256;507;0.998437975;0.097;22.40983;0.903063607
93.99997644;506.996;1.125929279;0.16;24.4395;0.892229088
70.60003468;418.106;1.889267057;0.0583;36.4375;0.900584939
15.298374;396.4;3.339680452;0.09346;16.60022;0.855242444
15.298374;396.4;3.274835246;0.0761;16.27858;0.849027043
63.69997767;429.165;2.398931368;0.059;39.58639;0.920098896
81.99997111;437;2.961490359;0.076;64.68889;0.907574064
102.969825;535.004;1.764919815;0.20062;33.53528;0.897510923
71.99999281;450;2.224441619;0.135;45.69822;0.90021075
80.0000029;540;1.142213135;0.102;27.20089;0.906945905
80.0000029;540;1.131087684;0.102;26.51847;0.9035123
80.0000029;550;0.824390352;0.06;20.73211;0.897562187
80.0000029;550;1.648780704;0.06;41.9625;0.898015656
17.58165632;353.333;4.136953854;0.19995;31.40472;0.908588529
40.00000145;350;4.728991766;0.13828;59.01806;0.895868755
90.00004004;470;1.341141585;0.08;26.24547;0.896444351
48.00021749;397.091;4.006352463;0.1;59.22556;0.899729555
135.0003052;565;2.557034558;0.1441;32.19861;0.902754479
122.5909703;564.9;2.766561751;0.184;35.75306;0.909564266
81.99997111;437;2.961490359;0.076;64.68806;0.907601737
136.3000002;538.4;1.006406907;0.042;25.69122;0.779008405
104.9998016;535;1.53986546;0.09999;32.44722;0.900783834
81.99997111;437;2.961490359;0.076;64.70667;0.905851753
103.0002256;506.999;0.967189034;0.097;22.67169;0.895392819
93.99997644;506.996;1.123471813;0.16;24.48047;0.892212137
93.99997644;506.996;1.123274633;0.16;24.48981;0.892191802
102.9999785;550;3.499698222;0.183;26.78375;0.905866567
103.999994;505;11.0054976;0.04787;40.28222;0.876910224
103.0000001;506.9986;0.967238221;0.097;22.68283;0.898078582
93.99997644;506.996;1.123264685;0.16;24.49611;0.894994769
55.00000813;412.4962;0.873556035;0.12;13.39114;0.876964027
40.74000145;378;2.387910368;0.07;28.31767;0.896368488
60.13999701;423;4.217564846;0.059;63.70189;0.913477322
131.4552013;581.667;2.830506099;0.07956;22.38072;0.900564675
121.8308137;564.9444;3.071969562;0.08287;25.90725;0.910826657
135.0003052;565;2.57764728;0.1122;32.13889;0.89887796
134.9999718;565;2.577655035;0.1122;31.897;0.916403325
134.9999718;565;2.577655035;0.1122;31.897;0.916403325
105.6003922;531.7717;1.187799633;0.1036;25.92817;0.901521392
40.00000145;418;2.106723044;0.15;25.75017;0.882418253
62.99999861;485;1.897881889;0.06573;20.24431;0.875625322
81.99997111;510;2.667228575;0.09026;30.55806;0.863681656
81.99997111;510;2.667228575;0.08773;29.22333;0.863680475
40.31999911;377.3922;2.311705314;0.0646;27.17989;0.880658834
81.99999072;510;2.684688162;0.10668;38.66322;0.887186631
57.20000257;407.6;1.522341303;0.2;27.38531;0.836642444
57.13999568;407.6;1.525351946;0.2;27.39625;0.847464233
63.99999252;475;0.743499103;0.06153;14.36467;0.847357649
63.99999252;475;0.743499103;0.06153;14.36467;0.847357649
63.99999252;475;0.743499103;0.06153;14.36467;0.847357649
63.99999252;475;0.743499103;0.06135;14.37269;0.857355109
63.99999252;475;0.743499103;0.06118;14.37269;0.85712738
72.00000261;427;2.623711842;0.09072;49.23161;0.919282494
64.49999815;429.3729;1.657230337;0.1;29.46183;0.907063694
55.00000813;415.4188;3.318580373;0.07766;46.10339;0.924350994
69.99999513;425;0.491442551;0.075;9.19356;0.835344138
81.99997111;437;2.961480217;0.076;64.63917;0.911326501
81.99997111;437;2.961480217;0.076;64.62611;0.91944006
81.99997111;437;2.961480217;0.076;64.63917;0.911326501
125.0004642;565;4.468562025;0.13;156.10861;0.918635152
96.88000322;564;4.55107478;0.0843;137.54864;0.920036879
96.89999898;564.4;4.551290706;0.0843;137.50875;0.920192909
96.89999898;564.4182;4.551277674;0.09284;137.50517;0.923251334
40.31999911;377.3922;2.311703222;0.0646;27.17986;0.880659602
40.31999911;377.3922;2.368846167;0.0646;27.31917;0.878604243
40.31999911;377.3922;2.368846167;0.0646;27.31917;0.878604243
40.31999911;377.3922;2.311703222;0.0646;27.17986;0.880659602
67.99999757;428;1.492370854;0.037;27.65828;0.887293482
67.99999757;428;1.492370854;0.037;27.66064;0.886880818
67.99999757;428;1.492370854;0.037;28.22739;0.886214803
67.99999757;428;1.492370854;0.037;28.23008;0.885531228
49.00000546;418.8;3.980875426;0.13116;57.68528;0.90916109
49.00000546;418.8;3.980875426;0.13116;58.41222;0.908870661
49.00000546;418.8;3.980875426;0.1;57.80778;0.898728102
49.00000546;418.8;3.980875426;0.1;57.80778;0.898728102
62.99999861;485;1.897881889;0.08249;16.41142;0.889451744
70.59999545;418.1065;1.898732176;0.0595;36.54047;0.914233257
70.59999545;418.1065;1.898732176;0.0595;36.54047;0.914233257
70.59999545;418.1065;1.889269372;0.0595;36.32486;0.915948842
62.99999861;485;1.897881889;0.0749;20.22106;0.882010776
70.59999545;418.1065;1.889269372;0.0583;35.09392;0.861729614
62.99999861;485;1.897881889;0.0749;20.22106;0.882010776
70.59999545;418.1065;1.889269372;0.0595;36.31539;0.920559177
62.999979;485;1.897880877;0.08199;16.18489;0.898844302
61.00000099;485;3.247803726;0.04627;33.48647;0.913244171
57.99999965;482;3.408883869;0.04649;33.58144;0.907865425
102.9688443;535;2.191983816;0.08496;23.79614;0.892062386
102.9688443;535;2.190015838;0.08496;23.79886;0.892025441
102.9688443;535;2.189884595;0.06348;13.29692;0.851125469
125.9999982;538;2.079702832;0.091;16.90722;0.895224987
102.9689522;535.0004;2.287105337;0.08934;25.95228;0.898880304
102.9689522;535.0004;2.287105337;0.08934;25.95228;0.898880304
108.0004011;545.5;1.15271056;0.1;32.43264;0.893297136
108.0004011;545.5;1.15271056;0.1;32.43264;0.893296217
106.0000014;540;1.168506492;0.09503;32.56281;0.889929952
106.0000014;540;1.008248957;0.09425;27.68975;0.894474164
106.0000014;540;1.168506492;0.09501;32.54614;0.892055092
103.999994;505;11.0054976;0.04787;40.28153;0.876909614
103.999994;505;11.0054976;0.04787;40.28153;0.876909614
48.00002136;399.2;4.093588176;0.1;58.89444;0.896580942
48.04999353;399.1777;4.047468024;0.095;58.03306;0.896743567
88.00036604;565;2.959636069;0.0426;78.67444;0.904036224
119.9999946;565.6;2.14844686;0.045;79.82964;0.907262288
134.9999718;565;2.577655035;0.1122;31.97053;0.915969126
80.10000131;539.5;1.758618821;0.0553;45.12183;0.911491486
77.79999866;539.5;1.806207046;0.0535;44.19556;0.91981125
125.9999972;538;2.081011633;0.09106;16.92528;0.886371349
85.99999577;533;4.24432311;0.0483;124.32947;0.924382435
48.99999968;400.5455;4.048824153;0.1;59.47128;0.900324153
48.99999565;418.8;3.98088001;0.1;57.85283;0.902611501
48.99999565;418.8;3.953660589;0.1;58.10506;0.901608284
48.99999565;418.8;3.953660589;0.1;58.10492;0.90159664
48.99999565;418.8;3.953660589;0.1;58.10592;0.90169324
57.99999965;397;0.841898641;0.10187;13.62781;0.866044818
70.00000499;428.402;1.551105515;0.1;30.60233;0.902463384
49.99999936;400;2.492207799;0.084;37.84131;0.903445337
49.99999936;400;2.43435316;0.07804;36.99681;0.919179299
49.99999936;400;2.44407378;0.084;37.10386;0.922412748
59.99999728;397;0.586480822;0.1;8.00386;0.810233611
136.3000002;538.4;1.006406907;0.047;26.10117;0.779251943
136.3000002;538.4;1.003907553;0.047;26.03194;0.779242104
136.3000002;538.4;1.002935554;0.047;26.04425;0.778527938
27.90280241;310;2.756777576;0.10159;16.58403;0.858340326
125.9999972;538;2.0901429;0.09232;17.29897;0.883420959
70.00000251;459.6049;0.58728939;0.0498;2.53781;0.735869675
70.00000251;459.6049;0.58728939;0.1;0.80564;0.68105511
90.99999472;520;1.326460223;0.04999;42.20492;0.897369538
90.99999472;520;1.326460223;0.04992;42.21006;0.897368137
70.60003468;418.106;1.889267057;0.0583;36.33667;0.893727616
70.59999545;418.1065;1.889269372;0.0583;36.17292;0.901185836
70.59999545;418.1065;1.889269372;0.0583;34.63733;0.841534439
